"loc_id","latitude","longitude","Prov","region"
"L80235",44.38333,-77.35,"ON","ON"
"L19986",53.5293,-113.3292,"AB","PR"
"L106637",49.41667,-94.1,"ON","ON"
"L80442",54.01521,-122.8916,"BC","BC"
"L104665",45.01667,-76.36667,"ON","ON"
"L167921",43.20128,-79.20977,"ON","ON"
"L19989",43.192,-79.216,"ON","ON"
"L102956",44.35,-80.25,"ON","ON"
"L460211",44.45046,-81.40024,"ON","ON"
"L273895",44.40243,-79.51731,"ON","ON"
"L980988",42.59432,-82.18393,"ON","ON"
"L282255",46.41224,-80.99115,"ON","ON"
"L828776",43.86564,-79.41923,"ON","ON"
"L168003",44.29354,-76.70461,"ON","ON"
"L97654",43.98333,-77.23333,"ON","ON"
"L122274",49.68333,-103.8667,"SK","PR"
"L19732",49.1,-116.5167,"BC","BC"
"L230612",55.28319,-114.7672,"AB","PR"
"L19733",44.18333,-78.56667,"ON","ON"
"L354722",45.31516,-75.72989,"ON","ON"
"L482624",42.85999,-80.23504,"ON","ON"
"L482653",42.86099,-80.23264,"ON","ON"
"L167344",42.0502,-82.60344,"ON","ON"
"L71646",43.932,-80.107,"ON","ON"
"L217205",48.41633,-123.3134,"BC","BC"
"L77814",44.31086,-64.36878,"NS","AT"
"L815564",45.42367,-75.75576,"QC","QC"
"L19775",44.12966,-78.9546,"ON","ON"
"L77845",42.9564,-81.30179,"ON","ON"
"L106580",46.06521,-60.29061,"NS","AT"
"L20042",44.45,-80.21667,"ON","ON"
"L273896",45.84026,-79.3825,"ON","ON"
"L19784",43.131,-80.751,"ON","ON"
"L2731117",44.21303,-76.67796,"ON","ON"
"L981156",48.79267,-88.5342,"ON","ON"
"L217207",48.40784,-89.25472,"ON","ON"
"L19834",47.83333,-83.4,"ON","ON"
"L19842",42.939,-81.343,"ON","ON"
"L228042",46.34897,-66.73935,"NB","AT"
"L20076",55.15,-119.1333,"AB","PR"
"L20095",44.237,-76.555,"ON","ON"
"L470455",49.00754,-88.26927,"ON","ON"
"L138085",46.87973,-70.90264,"QC","QC"
"L99256",45.90694,-64.38778,"NB","AT"
"L19888",52.13333,-113.8667,"AB","PR"
"L464953",44.27015,-76.38424,"ON","ON"
"L20103",52.81667,-110.8667,"AB","PR"
"L161551",49.70039,-124.9821,"BC","BC"
"L133539",51.001,-113.749,"AB","PR"
"L78153",50.41894,-104.6028,"SK","PR"
"L19939",51.02,-114.142,"AB","PR"
"L229058",43.51618,-80.22256,"ON","ON"
"L71667",51.43333,-114.0333,"AB","PR"
"L20147",43.771,-79.492,"ON","ON"
"L166813",49.91599,-98.47877,"MB","PR"
"L20156",49.26564,-121.9492,"BC","BC"
"L19970",54.15,-115.6833,"AB","PR"
"L20173",44.78333,-75.38333,"ON","ON"
"L20176",46.13333,-80.43333,"ON","ON"
"L138283",43.88,-79.43,"ON","ON"
"L610538",44.65691,-63.48061,"NS","AT"
"L20180",44.43333,-79.15,"ON","ON"
"L684258",44.30858,-79.36462,"ON","ON"
"L106243",45.968,-66.629,"NB","AT"
"L71672",50.25,-117.8,"BC","BC"
"L20003",47.83333,-83.4,"ON","ON"
"L71675",46.2547,-63.35178,"PE","AT"
"L106262",44.38333,-76.76667,"ON","ON"
"L20007",42.61667,-80.46667,"ON","ON"
"L20022",45.413,-73.932,"QC","QC"
"L71677",43.216,-79.742,"ON","ON"
"L618428",44.29535,-64.32186,"NS","AT"
"L71679",49.35,-124.45,"BC","BC"
"L71680",45.56667,-73.2,"QC","QC"
"L71681",49.15,-125.9,"BC","BC"
"L597303",44.90272,-76.25328,"ON","ON"
"L363888",49.14442,-125.9086,"BC","BC"
"L71693",45.46345,-75.59821,"ON","ON"
"L273897",45.277,-75.945,"ON","ON"
"L71703",49.839,-119.445,"BC","BC"
"L97667",45.69343,-76.37174,"QC","QC"
"L103821",46.414,-75.19,"QC","QC"
"L76800",55.27296,-114.7708,"AB","PR"
"L97668",44.43333,-78.26667,"ON","ON"
"L831247",50.42823,-104.6222,"SK","PR"
"L474282",53.90125,-122.5905,"BC","BC"
"L144023",44.76392,-79.61543,"ON","ON"
"L489790",45.77053,-76.99843,"ON","ON"
"L71723",43.911,-78.871,"ON","ON"
"L161554",53.56179,-114.0725,"AB","PR"
"L71725",48.588,-123.432,"BC","BC"
"L71726",52.91667,-112.4667,"AB","PR"
"L104149",53.525,-113.458,"AB","PR"
"L168529",45.04747,-78.08316,"ON","ON"
"L71743",44.649,-63.623,"NS","AT"
"L161555",44.0622,-79.88264,"ON","ON"
"L71746",49.78333,-92.83333,"ON","ON"
"L846702",46.36947,-82.62046,"ON","ON"
"L133604",48.81437,-67.47822,"QC","QC"
"L71755",45.41088,-73.93015,"QC","QC"
"L2676724",44.59701,-63.92665,"NS","AT"
"L71759",43.363,-80.326,"ON","ON"
"L71763",45.316,-75.829,"ON","ON"
"L97674",46.2,-82.08333,"ON","ON"
"L71764",45.43068,-73.65918,"QC","QC"
"L71773",43.346,-79.847,"ON","ON"
"L167598",43.74241,-79.36556,"ON","ON"
"L71778",49.91667,-116.9167,"BC","BC"
"L132207",45.44544,-75.64439,"ON","ON"
"L71798",49.65,-124.95,"BC","BC"
"L273900",48.40784,-89.25472,"ON","ON"
"L840322",46.29355,-81.75431,"ON","ON"
"L71829",43.25099,-79.97146,"ON","ON"
"L78937",44.27983,-76.71907,"ON","ON"
"L71840",45.58333,-62.65,"NS","AT"
"L71846",45.599,-73.596,"QC","QC"
"L217210",44.24581,-76.53194,"ON","ON"
"L275163",45.99064,-81.49173,"ON","ON"
"L105294",46.37722,-82.658,"ON","ON"
"L81875",51.8,-114.6333,"AB","PR"
"L71865",44.28333,-81.08333,"ON","ON"
"L363894",45.77381,-79.39917,"ON","ON"
"L71880",44.5,-77.46667,"ON","ON"
"L71882",42.1,-82.45,"ON","ON"
"L71884",48.4,-89.61667,"ON","ON"
"L217211",53.37933,-113.0124,"AB","PR"
"L469096",46.11133,-62.67288,"PE","AT"
"L77729",45.35,-75.666,"ON","ON"
"L77730",45.28986,-78.96801,"ON","ON"
"L230386",49.06952,-81.00965,"ON","ON"
"L140732",51.11403,-114.4832,"AB","PR"
"L71917",50.25413,-119.2804,"BC","BC"
"L723043",50.70967,-113.87,"AB","PR"
"L980989",44.53325,-80.61854,"ON","ON"
"L106891",45.51667,-74.65,"ON","ON"
"L71938",55.43333,-116.4833,"AB","PR"
"L97683",43.1,-80.43333,"ON","ON"
"L77959",50.62327,-99.96345,"MB","PR"
"L71959",48.406,-89.248,"ON","ON"
"L167935",43.65124,-79.45224,"ON","ON"
"L71961",50.43333,-100.5667,"MB","PR"
"L273901",45.04104,-78.51606,"ON","ON"
"L71973",52.6069,-114.0581,"AB","PR"
"L71993",51.11157,-114.1545,"AB","PR"
"L72003",43.771,-79.407,"ON","ON"
"L142565",51.05742,-116.6079,"BC","BC"
"L72007",49.51667,-115.7667,"BC","BC"
"L72021",43.51667,-79.88333,"ON","ON"
"L72025",50.71241,-119.2653,"BC","BC"
"L104786",46.60148,-81.31417,"ON","ON"
"L72034",45.46992,-76.0094,"ON","ON"
"L106050",43.65,-79.91667,"ON","ON"
"L104025",45.39348,-75.65937,"ON","ON"
"L72067",44.393,-79.667,"ON","ON"
"L166787",43.5119,-80.23053,"ON","ON"
"L230157",49.06936,-122.3193,"BC","BC"
"L355751",43.295,-81.77574,"ON","ON"
"L141193",42.07338,-82.83511,"ON","ON"
"L161561",49.48096,-123.882,"BC","BC"
"L72100",49.45,-120.5167,"BC","BC"
"L72102",45.532,-73.707,"QC","QC"
"L597304",49.82753,-94.46799,"ON","ON"
"L72110",43.73333,-80.95,"ON","ON"
"L272488",56.69143,-111.3544,"AB","PR"
"L138298",49.91667,-116.9167,"BC","BC"
"L138299",52.38333,-126.55,"BC","BC"
"L79160",49.71172,-123.1569,"BC","BC"
"L97714",49.68333,-97.45,"MB","PR"
"L616393",51.48512,-90.16428,"ON","ON"
"L161562",45.1593,-64.41738,"NS","AT"
"L167822",43.82792,-79.43374,"ON","ON"
"L97721",42.7,-81.08333,"ON","ON"
"L229498",48.82275,-123.5931,"BC","BC"
"L104338",43.34859,-79.76439,"ON","ON"
"L133349",44.57572,-80.95637,"ON","ON"
"L139732",52.49545,-103.5035,"SK","PR"
"L161563",49.47972,-119.5854,"BC","BC"
"L138302",43.369,-80.975,"ON","ON"
"L138303",50.249,-119.254,"BC","BC"
"L980990",45.26295,-71.96666,"QC","QC"
"L460217",49.88172,-118.0675,"BC","BC"
"L105505",54.05,-128.55,"BC","BC"
"L799616",43.41739,-80.69551,"ON","ON"
"L249945",44.99041,-64.95269,"NS","AT"
"L597305",45.3671,-74.49964,"ON","ON"
"L472768",48.7761,-123.2539,"BC","BC"
"L141310",50.26442,-119.3162,"BC","BC"
"L788373",42.82888,-79.93271,"ON","ON"
"L97728",49.8397,-97.25956,"MB","PR"
"L76824",55.22715,-118.0166,"AB","PR"
"L374108",44.22601,-80.03188,"ON","ON"
"L612604",49.55158,-119.5614,"BC","BC"
"L460218",43.37529,-79.74402,"ON","ON"
"L138306",49.69069,-124.9949,"BC","BC"
"L363898",42.69867,-80.41003,"ON","ON"
"L360770",46.2511,-66.72134,"NB","AT"
"L597306",45.65307,-75.59806,"QC","QC"
"L788375",46.99398,-71.36545,"QC","QC"
"L97747",42.88333,-81.08333,"ON","ON"
"L284503",44.46331,-76.1398,"ON","ON"
"L77457",44.26667,-79.06667,"ON","ON"
"L97759",54.01955,-123.9958,"BC","BC"
"L77538",49.25,-124.0833,"BC","BC"
"L97763",49.91922,-57.80863,"NL","AT"
"L97767",44.1,-79.11667,"ON","ON"
"L77639",49.23333,-124.8,"BC","BC"
"L363900",54.23361,-125.763,"BC","BC"
"L77402",42.23573,-83.01288,"ON","ON"
"L161568",45.14986,-75.60037,"ON","ON"
"L97799",43.96667,-78.16667,"ON","ON"
"L166242",44.32642,-79.28894,"ON","ON"
"L20230",43.88333,-79.73333,"ON","ON"
"L97814",50.72305,-113.9762,"AB","PR"
"L76752",53.526,-113.202,"AB","PR"
"L465130",45.46217,-75.52931,"ON","ON"
"L82948",53.46899,-114.2733,"AB","PR"
"L97818",53.58333,-116.4333,"AB","PR"
"L107696",43.86667,-81.15,"ON","ON"
"L97821",43.72906,-80.94345,"ON","ON"
"L97837",44.16795,-77.3808,"ON","ON"
"L460219",53.22123,-114.9715,"AB","PR"
"L97840",44.43568,-77.34628,"ON","ON"
"L97841",51.63333,-120.0333,"BC","BC"
"L810439",49.12279,-121.9749,"BC","BC"
"L97842",48.75,-91.61667,"ON","ON"
"L97851",44.678,-63.665,"NS","AT"
"L79367",44.63333,-64.06667,"NS","AT"
"L97855",50.16667,-86.7,"ON","ON"
"L621432",44.44932,-76.3593,"ON","ON"
"L273904",44.08285,-81.58369,"ON","ON"
"L97858",49.15,-124.35,"BC","BC"
"L97859",49.23333,-124.8,"BC","BC"
"L97861",49.88,-97.24,"MB","PR"
"L97864",43.13333,-81.55,"ON","ON"
"L97866",42.73021,-82.4779,"ON","ON"
"L97867",50.65,-104.8333,"SK","PR"
"L97868",49.23333,-124.8,"BC","BC"
"L147727",50.57644,-113.8388,"AB","PR"
"L611667",49.23442,-123.98,"BC","BC"
"L97875",44.13333,-78.8,"ON","ON"
"L273906",48.67055,-123.5323,"BC","BC"
"L97887",52.03333,-113.95,"AB","PR"
"L97888",50.91838,-114.2341,"AB","PR"
"L227364",44.84085,-65.29338,"NS","AT"
"L97893",43.882,-79.259,"ON","ON"
"L97903",45.32549,-73.80526,"QC","QC"
"L97911",50.04272,-125.1852,"BC","BC"
"L76755",43.83199,-80.53898,"ON","ON"
"L97918",51.15,-100.05,"MB","PR"
"L78948",48.46426,-123.496,"BC","BC"
"L78001",45.36588,-73.7271,"QC","QC"
"L77605",45.11693,-64.49996,"NS","AT"
"L77592",47.6,-65.65,"NB","AT"
"L460220",43.29938,-81.55033,"ON","ON"
"L610372",48.44142,-123.3089,"BC","BC"
"L97951",44.283,-78.325,"ON","ON"
"L97952",43.86141,-79.44442,"ON","ON"
"L161573",49.10215,-121.9418,"BC","BC"
"L79748",54.13333,-108.4333,"SK","PR"
"L103844",46.06293,-65.04989,"NB","AT"
"L97971",46.43932,-72.57328,"QC","QC"
"L97978",49.66667,-98.53333,"MB","PR"
"L97979",48.446,-123.511,"BC","BC"
"L97983",45.46898,-64.77226,"NS","AT"
"L97989",44.48333,-76.7,"ON","ON"
"L980991",51.29534,-116.9643,"BC","BC"
"L470054",50.42733,-104.5646,"SK","PR"
"L138319",47.034,-65.177,"NB","AT"
"L98010",44.31667,-80.1,"ON","ON"
"L98011",42.939,-81.343,"ON","ON"
"L98014",44.25,-79.46667,"ON","ON"
"L80781",49.248,-123.21,"BC","BC"
"L230060",46.10124,-66.81452,"NB","AT"
"L199491",43.9899,-77.51718,"ON","ON"
"L98019",45.25247,-67.19188,"NB","AT"
"L81106",45.09752,-64.40997,"NS","AT"
"L98022",52.13333,-122.15,"BC","BC"
"L802670",44.36743,-79.67117,"ON","ON"
"L81630",45.05,-77.85,"ON","ON"
"L106282",44.37539,-79.66791,"ON","ON"
"L788376",44.22771,-76.50201,"ON","ON"
"L249426",45.86813,-64.37209,"NB","AT"
"L168175",45.90381,-64.37675,"NB","AT"
"L102935",49.85905,-97.11009,"MB","PR"
"L597308",48.78577,-80.68307,"ON","ON"
"L229732",44.9905,-64.1592,"NS","AT"
"L597309",45.44349,-73.26849,"QC","QC"
"L138325",48.7759,-123.3182,"BC","BC"
"L363827",45.4203,-73.88518,"QC","QC"
"L980992",46.37076,-82.6704,"ON","ON"
"L167364",46.09777,-77.4899,"ON","ON"
"L460223",45.77381,-79.39917,"ON","ON"
"L460225",49.50868,-117.2717,"BC","BC"
"L460226",48.4089,-89.50061,"ON","ON"
"L233150",43.4106,-79.70065,"ON","ON"
"L138333",50.7,-119.2667,"BC","BC"
"L273912",45.20801,-72.77052,"QC","QC"
"L104029",44.18116,-76.76908,"ON","ON"
"L140210",45.36734,-71.86135,"QC","QC"
"L148056",44.63047,-81.16638,"ON","ON"
"L803880",46.28381,-79.31511,"ON","ON"
"L799143",46.22808,-79.37617,"ON","ON"
"L227779",45.69408,-73.61972,"QC","QC"
"L80421",45.4021,-74.15608,"QC","QC"
"L217226",42.8853,-79.13256,"ON","ON"
"L230155",43.96062,-78.17297,"ON","ON"
"L809499",49.67855,-124.9367,"BC","BC"
"L161580",60.75461,-137.5091,"YT","North"
"L803313",44.3182,-64.33559,"NS","AT"
"L246082",45.83846,-66.74224,"NB","AT"
"L467672",45.04867,-78.4908,"ON","ON"
"L169125",45.50195,-76.66163,"ON","ON"
"L98027",44.0252,-79.80555,"ON","ON"
"L142256",54.05,-128.55,"BC","BC"
"L217228",50.13034,-122.9739,"BC","BC"
"L597311",49.71242,-123.1538,"BC","BC"
"L660961",44.66951,-63.53831,"NS","AT"
"L107485",48.50601,-89.37594,"ON","ON"
"L788377",46.68552,-71.33826,"QC","QC"
"L293429",48.99174,-123.831,"BC","BC"
"L138338",48.437,-123.409,"BC","BC"
"L471828",48.47448,-123.3684,"BC","BC"
"L104126",48.5097,-123.363,"BC","BC"
"L612815",49.61627,-119.675,"BC","BC"
"L354588",49.09879,-117.6605,"BC","BC"
"L229725",49.85749,-97.29891,"MB","PR"
"L980993",50.68449,-120.298,"BC","BC"
"L363907",45.4088,-75.64766,"ON","ON"
"L469497",52.10089,-106.6509,"SK","PR"
"L286397",43.14947,-80.72522,"ON","ON"
"L161585",42.31709,-82.97531,"ON","ON"
"L817445",51.07314,-115.3616,"AB","PR"
"L806919",50.46141,-115.9867,"BC","BC"
"L363908",47.83572,-69.15008,"QC","QC"
"L161587",44.9951,-77.78836,"ON","ON"
"L597314",46.23014,-83.86517,"ON","ON"
"L161588",43.53852,-80.25466,"ON","ON"
"L355507",49.28942,-123.019,"BC","BC"
"L167062",44.13862,-79.31587,"ON","ON"
"L466887",45.0711,-64.19101,"NS","AT"
"L217231",50.64195,-93.19599,"ON","ON"
"L363910",44.39356,-64.51395,"NS","AT"
"L20082",43.71273,-79.37617,"ON","ON"
"L105397",42.92113,-79.78829,"ON","ON"
"L788378",45.38119,-75.66423,"ON","ON"
"L980994",42.76695,-80.78317,"ON","ON"
"L356940",49.29502,-124.7799,"BC","BC"
"L138358",49.232,-123.09,"BC","BC"
"L228228",44.0604,-79.45354,"ON","ON"
"L802608",50.10756,-120.7947,"BC","BC"
"L801858",43.42321,-79.84548,"ON","ON"
"L217233",46.34888,-80.16609,"ON","ON"
"L217234",44.95236,-78.28292,"ON","ON"
"L460228",46.70547,-84.38285,"ON","ON"
"L138375",44.25,-79.46667,"ON","ON"
"L273918",43.99592,-79.46015,"ON","ON"
"L138378",45.358,-75.796,"ON","ON"
"L273919",44.31746,-81.26681,"ON","ON"
"L138379",43.762,-79.198,"ON","ON"
"L161594",49.15,-124.35,"BC","BC"
"L276145",43.15088,-79.2372,"ON","ON"
"L231850",45.24387,-66.09352,"NB","AT"
"L468880",43.84394,-66.13375,"NS","AT"
"L826912",49.835,-97.12546,"MB","PR"
"L104128",49.86454,-99.9988,"MB","PR"
"L217235",52.09838,-106.6302,"SK","PR"
"L981157",43.94503,-78.29068,"ON","ON"
"L230091",46.41844,-81.20013,"ON","ON"
"L106178",53.35,-101,"MB","PR"
"L138396",46.804,-71.175,"QC","QC"
"L138397",46.08207,-73.17388,"QC","QC"
"L138399",46.153,-60.282,"NS","AT"
"L138401",43.865,-79.434,"ON","ON"
"L167532",45.53166,-73.34734,"QC","QC"
"L167239",49.05065,-122.7964,"BC","BC"
"L137855",49.133,-123.114,"BC","BC"
"L103652",49.08527,-123.0514,"BC","BC"
"L161596",46.79227,-71.16011,"QC","QC"
"L103686",42.72236,-80.29137,"ON","ON"
"L138412",44.75,-79.33334,"ON","ON"
"L161598",49.19246,-123.8317,"BC","BC"
"L842092",45.43701,-62.01782,"NS","AT"
"L138418",44.05,-79.442,"ON","ON"
"L104522",45.02155,-75.54088,"ON","ON"
"L104513",49.71667,-114.8833,"BC","BC"
"L133039",45.37405,-75.6169,"ON","ON"
"L788380",43.74718,-79.83378,"ON","ON"
"L138428",44.5159,-79.66675,"ON","ON"
"L464024",43.2033,-79.22833,"ON","ON"
"L273921",53.0272,-108.4491,"SK","PR"
"L801025",45.35735,-73.93593,"QC","QC"
"L138438",46.218,-63.078,"PE","AT"
"L104400",44.05,-79.442,"ON","ON"
"L139703",42.85808,-80.73546,"ON","ON"
"L610374",43.95439,-80.81045,"ON","ON"
"L168523",44.46657,-79.56907,"ON","ON"
"L138443",43.13969,-80.74346,"ON","ON"
"L138444",44.61667,-79.41666,"ON","ON"
"L227517",44.54159,-78.54947,"ON","ON"
"L140027",44.19389,-77.05077,"ON","ON"
"L138447",49.024,-123.061,"BC","BC"
"L166214",43.93504,-77.25308,"ON","ON"
"L138449",50.463,-104.639,"SK","PR"
"L824857",44.36061,-79.6639,"ON","ON"
"L469866",50.20503,-119.1357,"BC","BC"
"L105570",43.83921,-80.0412,"ON","ON"
"L138457",44,-79.68333,"ON","ON"
"L107285",53.9385,-122.7105,"BC","BC"
"L106717",54.71667,-113.2833,"AB","PR"
"L138472",43.748,-79.59,"ON","ON"
"L106804",45.42476,-75.66087,"ON","ON"
"L161614",55.26135,-127.6315,"BC","BC"
"L460229",49.35108,-117.6839,"BC","BC"
"L217240",49.3086,-123.0136,"BC","BC"
"L807090",49.68241,-124.9995,"BC","BC"
"L355488",44.32371,-76.96829,"ON","ON"
"L468364",48.63109,-123.4604,"BC","BC"
"L138475",45.77373,-79.42072,"ON","ON"
"L107337",49.74068,-94.57778,"ON","ON"
"L244189",53.94798,-122.9123,"BC","BC"
"L138478",45.18738,-76.19579,"ON","ON"
"L355378",54.7553,-101.8956,"SK","PR"
"L217244",54.78473,-111.9675,"AB","PR"
"L107500",44.64461,-79.77791,"ON","ON"
"L107612",43.65441,-79.55323,"ON","ON"
"L138483",45.27329,-74.49357,"ON","ON"
"L108225",44.49911,-63.52581,"NS","AT"
"L161621",46.52531,-84.32636,"ON","ON"
"L140089",45.38828,-73.98771,"QC","QC"
"L460230",50.71312,-97.05262,"MB","PR"
"L356419",44.60015,-79.04157,"ON","ON"
"L610964",53.53033,-113.4575,"AB","PR"
"L353532",49.86556,-97.29713,"MB","PR"
"L801154",49.68587,-124.9964,"BC","BC"
"L811963",50.07992,-119.3681,"BC","BC"
"L161627",43.87932,-79.72641,"ON","ON"
"L803041",44.86061,-75.67829,"ON","ON"
"L161629",45.06583,-64.57318,"NS","AT"
"L161632",50.96543,-97.03915,"MB","PR"
"L272696",50.21953,-119.2632,"BC","BC"
"L463937",46.44566,-75.00692,"QC","QC"
"L273923",51.02909,-114.1516,"AB","PR"
"L460231",45.31801,-79.22443,"ON","ON"
"L188859",50.42012,-104.6342,"SK","PR"
"L363922",45.92642,-74.9141,"QC","QC"
"L274458",51.46775,-112.776,"AB","PR"
"L464015",51.47966,-112.7909,"AB","PR"
"L807926",49.0115,-122.745,"BC","BC"
"L161639",42.20408,-82.71738,"ON","ON"
"L161643",45.59605,-75.49393,"QC","QC"
"L108349",44.01538,-79.47051,"ON","ON"
"L460233",50.55961,-99.05394,"MB","PR"
"L169076",45.29118,-75.88064,"ON","ON"
"L161647",46.10885,-79.51582,"ON","ON"
"L273631",46.74533,-71.35051,"QC","QC"
"L273743",43.95161,-78.31412,"ON","ON"
"L275749",43.33484,-80.32607,"ON","ON"
"L475946",46.37939,-79.27065,"ON","ON"
"L354764",43.71702,-79.63963,"ON","ON"
"L161653",45.60001,-73.54823,"QC","QC"
"L161657",43.25,-80.25,"ON","ON"
"L149608",47.67533,-65.87421,"NB","AT"
"L217249",44.09453,-79.78261,"ON","ON"
"L161660",43.72902,-79.34581,"ON","ON"
"L276027",53.18294,-105.771,"SK","PR"
"L131379",46.128,-70.679,"QC","QC"
"L230567",45.13023,-72.61798,"QC","QC"
"L272720",44.58064,-77.82689,"ON","ON"
"L814819",48.11096,-80.10345,"ON","ON"
"L217251",46.25371,-81.76354,"ON","ON"
"L210614",45.57008,-73.68597,"QC","QC"
"L188977",49.24445,-123.1835,"BC","BC"
"L132526",43.23839,-79.95941,"ON","ON"
"L228824",44.6532,-63.58818,"NS","AT"
"L161669",43.2568,-79.94963,"ON","ON"
"L161678",43.39097,-80.35926,"ON","ON"
"L133392",45.5078,-76.1815,"ON","ON"
"L167379",45.6398,-73.79872,"QC","QC"
"L168988",45.89497,-74.15913,"QC","QC"
"L235564",45.03436,-79.32293,"ON","ON"
"L133510",44.0705,-81.58099,"ON","ON"
"L161685",45.35055,-63.24596,"NS","AT"
"L285829",43.37442,-80.68655,"ON","ON"
"L817904",45.45055,-72.07144,"QC","QC"
"L161691",49.25712,-123.1877,"BC","BC"
"L161692",49.34881,-124.3749,"BC","BC"
"L230420",42.64661,-80.59978,"ON","ON"
"L161696",43.44546,-79.70701,"ON","ON"
"L139771",43.94788,-80.99986,"ON","ON"
"L149674",45.21975,-75.69391,"ON","ON"
"L140688",49.2789,-122.8698,"BC","BC"
"L161712",46.09777,-64.80995,"NB","AT"
"L161713",49.02934,-88.26749,"ON","ON"
"L217253",45.91594,-74.24947,"QC","QC"
"L143313",44.95466,-63.95253,"NS","AT"
"L478477",43.87878,-80.0702,"ON","ON"
"L161722",53.93336,-106.0842,"SK","PR"
"L614817",49.03998,-122.3283,"BC","BC"
"L227840",45.6306,-72.96008,"QC","QC"
"L142483",45.555,-73.639,"QC","QC"
"L788383",48.06106,-66.37751,"NB","AT"
"L161733",48.90207,-123.5295,"BC","BC"
"L142442",48.20472,-69.08305,"QC","QC"
"L142607",51.18211,-96.36473,"MB","PR"
"L228762",44.50054,-81.38356,"ON","ON"
"L227352",45.42094,-73.87706,"QC","QC"
"L233759",43.75706,-79.21025,"ON","ON"
"L161744",46.28007,-83.23402,"ON","ON"
"L144050",53.37905,-113.7185,"AB","PR"
"L169472",45.40706,-73.9287,"QC","QC"
"L806757",54.04205,-128.654,"BC","BC"
"L273926",46.50188,-80.84987,"ON","ON"
"L460234",45.30653,-71.50932,"QC","QC"
"L615718",49.15894,-121.9459,"BC","BC"
"L980995",43.4471,-80.08279,"ON","ON"
"L161746",46.65154,-80.99555,"ON","ON"
"L161748",54.37129,-113.9028,"AB","PR"
"L276037",45.44682,-73.85563,"QC","QC"
"L815347",45.43856,-73.85753,"QC","QC"
"L167910",45.35951,-73.97689,"QC","QC"
"L166113",47.02,-70.17,"QC","QC"
"L168139",46.76961,-71.27019,"QC","QC"
"L363927",44.74361,-79.90253,"ON","ON"
"L217260",45.09319,-72.61599,"QC","QC"
"L810109",47.93601,-84.82465,"ON","ON"
"L469734",49.19302,-119.5498,"BC","BC"
"L10684541",49.17639,-122.6316,"BC","BC"
"L357354",48.80966,-79.19725,"QC","QC"
"L622690",44.20479,-80.62527,"ON","ON"
"L217264",44.17823,-77.405,"ON","ON"
"L169266",45.99039,-64.57212,"NB","AT"
"L367763",55.74475,-120.2418,"BC","BC"
"L275993",46.30295,-72.65001,"QC","QC"
"L376157",49.76973,-86.54823,"ON","ON"
"L272762",45.89332,-77.28262,"ON","ON"
"L363929",43.74718,-79.83378,"ON","ON"
"L273930",42.8079,-80.24623,"ON","ON"
"L281621",49.87118,-94.45766,"ON","ON"
"L460235",49.82357,-94.27063,"ON","ON"
"L161751",53.22123,-114.9715,"AB","PR"
"L103835",45.18589,-71.93641,"QC","QC"
"L273932",43.59393,-79.71997,"ON","ON"
"L273933",44.56657,-80.44963,"ON","ON"
"L597318",46.30267,-79.45404,"ON","ON"
"L361879",49.15701,-123.7349,"BC","BC"
"L231157",42.99537,-81.17378,"ON","ON"
"L830405",42.9501,-81.19262,"ON","ON"
"L356474",53.4705,-113.5296,"AB","PR"
"L807368",45.19002,-76.30917,"ON","ON"
"L229563",43.91112,-79.57678,"ON","ON"
"L464680",43.3442,-80.53804,"ON","ON"
"L166885",49.0532,-116.4404,"BC","BC"
"L77944",45.0829,-73.14976,"QC","QC"
"L168448",50.08331,-91.91412,"ON","ON"
"L167893",43.00415,-81.29457,"ON","ON"
"L166128",44.20331,-78.46796,"ON","ON"
"L611265",43.58246,-79.76858,"ON","ON"
"L167114",43.15814,-80.02635,"ON","ON"
"L189224",45.56796,-73.1562,"QC","QC"
"L297401",48.31988,-89.35809,"ON","ON"
"L217271",45.1375,-73.21582,"QC","QC"
"L466816",43.93664,-77.26276,"ON","ON"
"L360534",44.69465,-79.76967,"ON","ON"
"L273934",45.21673,-71.81685,"QC","QC"
"L167622",44.16159,-78.47958,"ON","ON"
"L229598",49.12672,-85.8204,"ON","ON"
"L788385",49.0229,-95.63393,"MB","PR"
"L170022",45.40828,-79.01367,"ON","ON"
"L228540",48.68077,-123.4486,"BC","BC"
"L597319",43.88498,-78.85735,"ON","ON"
"L166592",51.29945,-113.9363,"AB","PR"
"L167706",49.24315,-123.0978,"BC","BC"
"L228232",45.08117,-67.08218,"NB","AT"
"L273104",48.47801,-68.42456,"QC","QC"
"L272481",45.43954,-72.22009,"QC","QC"
"L217285",45.58412,-73.43221,"QC","QC"
"L167553",46.04909,-74.21609,"QC","QC"
"L217289",43.69946,-80.43295,"ON","ON"
"L217291",45.61829,-73.72641,"QC","QC"
"L363934",47.98115,-84.78248,"ON","ON"
"L169093",43.20553,-79.56522,"ON","ON"
"L169229",49.35792,-123.4187,"BC","BC"
"L168961",45.16764,-72.4316,"QC","QC"
"L189450",48.46981,-89.38273,"ON","ON"
"L169860",49.71437,-86.95065,"ON","ON"
"L189914",43.79478,-79.57219,"ON","ON"
"L228629",52.2649,-103.5431,"SK","PR"
"L797223",44.13048,-81.14628,"ON","ON"
"L623956",50.87194,-122.1661,"BC","BC"
"L610202",48.56513,-88.63598,"ON","ON"
"L189454",48.94216,-55.66683,"NL","AT"
