"loc_id","latitude","longitude","Prov","region","BlockCode","bcr"
"L4997954",45.36745,-75.74016,"ON","ON","18TVR",13
"L5081101",44.24135,-76.52863,"ON","ON","18TUP",13
"L8116792",43.33237,-79.91409,"ON","ON","17TNH",13
"L5538220",54.28297,-107.7925,"SK","PR","13UCA",6
"L5060622",45.60644,-73.43408,"QC","QC","18TXR",13
"L5134862",44.56253,-80.45422,"ON","ON","17TNK",13
"L6515756",49.2363,-123.1825,"BC","BC","10UDV",5
"L6515769",49.23615,-123.1825,"BC","BC","10UDV",5
"L5091589",44.41397,-78.80826,"ON","ON","17TPK",13
"L5055276",49.74513,-96.87297,"MB","PR","14UPA",11
"L5054876",43.69179,-79.75023,"ON","ON","17TPJ",13
"L5108857",49.4838,-117.2843,"BC","BC","11UMQ",10
"L5475524",44.0652,-79.4655,"ON","ON","17TPJ",13
"L5079217",52.11751,-106.6509,"SK","PR","13UCT",11
"L5075860",50.10433,-91.91794,"ON","ON","15UWR",8
"L5056691",47.31612,-72.76054,"QC","QC","18TXT",12
"L5088474",45.47711,-73.60418,"QC","QC","18TXR",13
"L8197299",43.02434,-81.20435,"ON","ON","17TMH",13
"L5072378",43.12444,-80.29658,"ON","ON","17TNH",13
"L5072269",45.70149,-64.2329,"NS","AT","20TMR",14
"L5074277",48.48009,-123.3746,"BC","BC","10TDU",5
"L5072020",44.63947,-63.90786,"NS","AT","20TMQ",14
"L8197709",51.10351,-115.3469,"AB","PR","11UPS",10
"L5095897",44.30976,-79.35234,"ON","ON","17TPK",13
"L5096694",43.19949,-79.79089,"ON","ON","17TNH",13
"L5098938",43.18846,-80.37377,"ON","ON","17TNH",13
"L5127639",45.04892,-78.52636,"ON","ON","17TPK",12
"L5112495",43.25066,-79.07832,"ON","ON","17TPH",13
"L5142912",45.92265,-82.24421,"ON","ON","17TML",13
"L5701361",45.49236,-76.53834,"ON","ON","18TUR",13
"L5084253",44.28271,-78.93046,"ON","ON","17TPK",13
"L5437594",48.43737,-123.3381,"BC","BC","10TDU",5
"L5187631",43.25405,-79.93677,"ON","ON","17TNH",13
"L5133350",50.23702,-102.1989,"SK","PR","13UFR",11
"L5125362",42.61303,-81.43063,"ON","ON","17TMH",13
"L6593420",42.57835,-81.57551,"ON","ON","17TMH",13
"L5093702",53.54552,-105.7662,"SK","PR","13UDV",6
"L5092270",44.34626,-79.04657,"ON","ON","17TPK",13
"L5105554",43.54072,-79.61312,"ON","ON","17TPJ",13
"L5090015",44.49755,-79.54861,"ON","ON","17TPK",13
"L5088835",43.16022,-80.98636,"ON","ON","17TNH",13
"L5106787",44.24798,-76.95657,"ON","ON","18TUQ",13
"L5088965",45.60762,-73.55594,"QC","QC","18TXR",13
"L5090359",43.71971,-79.76958,"ON","ON","17TNJ",13
"L5137727",42.78025,-80.31428,"ON","ON","17TNH",13
"L5198146",43.53997,-79.69418,"ON","ON","17TPJ",13
"L5106159",44.31714,-79.53522,"ON","ON","17TPK",13
"L5286294",42.92616,-80.60016,"ON","ON","17TNH",13
"L5134589",43.80282,-76.81641,"ON","ON","18TUP",13
"L5174612",48.41068,-123.3472,"BC","BC","10TDU",5
"L5132248",43.52346,-79.64073,"ON","ON","17TPJ",13
"L5241639",48.6656,-123.4673,"BC","BC","10TDU",5
"L5185676",50.65832,-120.2661,"BC","BC","10UFB",9
"L5105706",44.40243,-79.7159,"ON","ON","17TPK",13
"L5106288",51.83085,-113.2293,"AB","PR","12UUC",11
"L5690192",43.45562,-80.51963,"ON","ON","17TNJ",13
"L5112448",45.19296,-74.43962,"ON","ON","18TWR",13
"L5127980",46.76132,-71.32633,"QC","QC","19TCM",13
"L5109624",44.51942,-79.70619,"ON","ON","17TPK",13
"L5109327",43.87256,-79.7316,"ON","ON","17TPJ",13
"L5667762",43.42222,-79.77376,"ON","ON","17TNJ",13
"L5272002",49.32659,-122.9982,"BC","BC","10UEV",5
"L5147003",43.71359,-79.71436,"ON","ON","17TPJ",13
"L5129228",44.28586,-79.8066,"ON","ON","17TNK",13
"L5392391",43.59291,-79.61784,"ON","ON","17TPJ",13
"L5263363",43.74031,-79.72295,"ON","ON","17TPJ",13
"L5119804",42.31026,-83.05284,"ON","ON","17TLG",13
"L5187541",42.74718,-80.76258,"ON","ON","17TNH",13
"L5105772",49.73589,-124.9919,"BC","BC","10UCA",5
"L5389355",44.51248,-79.09543,"ON","ON","17TPK",13
"L5278600",42.83321,-82.28794,"ON","ON","17TLH",13
"L5109558",49.62405,-124.0589,"BC","BC","10UDV",5
"L5114670",42.99128,-79.27427,"ON","ON","17TPH",13
"L5123701",44.29975,-78.33348,"ON","ON","17TQK",13
"L5123718",46.37548,-63.03524,"PE","AT","20TMS",14
"L5132676",43.76195,-79.31118,"ON","ON","17TPJ",13
"L8132018",50.46294,-119.1962,"BC","BC","11ULR",9
"L5160183",43.72908,-79.71562,"ON","ON","17TPJ",13
"L5148813",45.36025,-66.01337,"NB","AT","19TGL",14
"L5210593",53.47811,-113.5655,"AB","PR","12UUE",11
"L5129725",49.85071,-97.07821,"MB","PR","14UPA",11
"L5160831",53.19431,-105.7428,"SK","PR","13UDU",6
"L5127055",46.77523,-71.33176,"QC","QC","19TCM",13
"L5129327",43.99717,-79.46866,"ON","ON","17TPJ",13
"L5466330",44.31236,-78.31029,"ON","ON","17TQK",13
"L5193401",46.0229,-73.8122,"QC","QC","18TWR",12
"L5160712",49.14209,-122.5877,"BC","BC","10UEV",5
"L5162101",43.01538,-80.23567,"ON","ON","17TNH",13
"L5127935",45.15964,-75.93884,"ON","ON","18TVR",13
"L5145670",44.38423,-76.29781,"ON","ON","18TUQ",13
"L5190914",44.44836,-77.20011,"ON","ON","18TUQ",13
"L10383916",53.92484,-122.7838,"BC","BC","10UEE",10
"L5566664",53.90743,-122.7576,"BC","BC","10UEE",10
"L5128625",43.55976,-80.46924,"ON","ON","17TNJ",13
"L5497417",44.69681,-79.8836,"ON","ON","17TNK",13
"L5129149",44.00857,-78.7212,"ON","ON","17TPJ",13
"L5187694",52.11346,-106.64,"SK","PR","13UCT",11
"L5151421",43.68333,-79.76602,"ON","ON","17TNJ",13
"L5167722",45.62911,-73.86395,"QC","QC","18TWR",13
"L5147722",45.4093,-75.71596,"ON","ON","18TVR",13
"L5147965",43.43663,-80.43316,"ON","ON","17TNJ",13
"L6487719",43.38731,-80.29901,"ON","ON","17TNJ",13
"L5148037",45.34885,-70.89981,"QC","QC","19TCL",14
"L5148854",45.34707,-70.89934,"QC","QC","19TCL",14
"L5147451",53.70045,-114.0967,"AB","PR","11UPV",6
"L5193074",45.45297,-73.64938,"QC","QC","18TXR",13
"L5148995",43.1588,-80.13938,"ON","ON","17TNH",13
"L5147495",49.78674,-94.47781,"ON","ON","15UUR",12
"L6450664",49.78691,-94.4783,"ON","ON","15UUR",12
"L5158744",50.94369,-114.0101,"AB","PR","11UQS",11
"L6636315",43.3871,-80.29036,"ON","ON","17TNJ",13
"L5182973",43.77153,-79.1601,"ON","ON","17TPJ",13
"L5190906",49.72062,-112.6336,"AB","PR","12UUA",11
"L6666185",50.09956,-125.2035,"BC","BC","10UCA",5
"L5666210",43.89389,-78.91274,"ON","ON","17TPJ",13
"L5622364",43.57317,-79.77912,"ON","ON","17TNJ",13
"L5199020",42.96784,-82.3871,"ON","ON","17TLH",13
"L5174308",45.48957,-73.44114,"QC","QC","18TXR",13
"L5578073",43.7281,-79.39922,"ON","ON","17TPJ",13
"L5293332",43.95565,-78.84053,"ON","ON","17TPJ",13
"L5571510",49.71863,-112.6325,"AB","PR","12UUA",11
"L5163788",43.47536,-79.72207,"ON","ON","17TPJ",13
"L5203976",45.36436,-75.68407,"ON","ON","18TVR",13
"L5241984",49.25201,-123.1902,"BC","BC","10UDV",5
"L5219419",49.923,-97.07196,"MB","PR","14UPA",11
"L5408153",43.09985,-79.54521,"ON","ON","17TPH",13
"L5186383",44.32415,-79.85921,"ON","ON","17TNK",13
"L5426169",44.24714,-76.49911,"ON","ON","18TUQ",13
"L10637417",43.88034,-79.43668,"ON","ON","17TPJ",13
"L6866238",49.20257,-119.8268,"BC","BC","11UKQ",9
"L9285842",45.15272,-76.17966,"ON","ON","18TVR",13
"L6522584",49.33984,-123.0279,"BC","BC","10UDV",5
"L5281171",43.47733,-80.48783,"ON","ON","17TNJ",13
"L10483649",44.71538,-79.89642,"ON","ON","17TNK",13
"L5689742",44.69802,-80.00055,"ON","ON","17TNK",13
"L8138318",48.44252,-123.3841,"BC","BC","10TDU",5
"L5746643",45.02945,-74.7294,"ON","ON","18TWQ",13
"L5541950",43.62237,-79.72964,"ON","ON","17TPJ",13
"L5322897",48.45892,-89.62689,"ON","ON","16TCU",12
"L5278005",49.75269,-96.91074,"MB","PR","14UPA",11
"L6544527",49.93256,-97.04737,"MB","PR","14UPA",11
"L5692200",49.17891,-122.8305,"BC","BC","10UEV",5
"L5297099",49.28256,-122.988,"BC","BC","10UEV",5
"L5377633",44.0989,-79.48085,"ON","ON","17TPJ",13
"L6454655",49.03151,-123.8802,"BC","BC","10UDV",5
"L5282824",49.3773,-123.3408,"BC","BC","10UDV",5
"L5263287",44.23472,-79.46769,"ON","ON","17TPJ",13
"L8014162",44.21828,-79.47001,"ON","ON","17TPJ",13
"L5253065",45.92069,-79.98725,"ON","ON","17TNL",12
"L5283969",49.83447,-99.98709,"MB","PR","14UMA",11
"L5387071",43.51963,-79.69385,"ON","ON","17TPJ",13
"L8653725",45.71859,-74.13379,"QC","QC","18TWR",12
"L5401118",45.88428,-66.7722,"NB","AT","19TFL",14
"L5323706",44.7438,-75.63332,"ON","ON","18TVQ",13
"L5408190",44.39685,-79.52191,"ON","ON","17TPK",13
"L5425963",45.36629,-75.74784,"ON","ON","18TVR",13
"L5426128",43.40204,-79.79526,"ON","ON","17TNJ",13
"L5400993",45.4413,-74.89983,"ON","ON","18TWR",13
"L5377318",43.53284,-79.6832,"ON","ON","17TPJ",13
"L5500516",60.7842,-135.1689,"YT","North","08VMN",4
"L5413038",43.74167,-79.25868,"ON","ON","17TPJ",13
"L5406657",45.48493,-66.12203,"NB","AT","19TGL",14
"L5416660",49.59433,-99.6884,"MB","PR","14UMV",11
"L5423893",51.85212,-114.9001,"AB","PR","11UPT",6
"L5433514",44.61131,-80.97799,"ON","ON","17TNK",13
"L5431783",43.50638,-80.46208,"ON","ON","17TNJ",13
"L5417833",43.21332,-79.75895,"ON","ON","17TPH",13
"L6994934",53.55005,-113.4342,"AB","PR","12UUE",11
"L5395176",43.99388,-79.81477,"ON","ON","17TNJ",13
"L5394551",45.937,-64.34462,"NB","AT","20TLR",14
"L5776283",44.85862,-76.03652,"ON","ON","18TVQ",13
"L6466863",44.29823,-78.3147,"ON","ON","17TQK",13
"L5405875",43.64589,-81.71764,"ON","ON","17TMJ",13
"L5570601",44.05377,-79.83787,"ON","ON","17TNJ",13
"L5537524",49.4948,-117.2827,"BC","BC","11UMQ",10
"L5547351",49.48136,-117.2988,"BC","BC","11UMQ",10
"L6426390",53.27669,-113.1963,"AB","PR","12UUE",11
"L6625683",44.18613,-76.78591,"ON","ON","18TUP",13
"L10176843",45.44405,-75.65614,"ON","ON","18TVR",13
"L10150325",43.64083,-79.51654,"ON","ON","17TPJ",13
"L8430648",49.95466,-97.05791,"MB","PR","14UPA",11
"L8389906",43.50462,-80.19566,"ON","ON","17TNJ",13
"L4041401",46.31046,-79.36964,"ON","ON","17TPM",12
"L8387037",45.93148,-66.60383,"NB","AT","19TFL",14
"L10263386",43.7212,-79.80233,"ON","ON","17TNJ",13
"L4010371",43.99207,-79.47325,"ON","ON","17TPJ",13
"L10302162",44.94589,-79.37857,"ON","ON","17TPK",12
"L10141011",44.33473,-78.31059,"ON","ON","17TQK",13
"L10712720",45.30536,-79.20254,"ON","ON","17TPL",12
"L8135063",44.38242,-76.31049,"ON","ON","18TUQ",13
"L6934129",44.92564,-78.46514,"ON","ON","17TQK",12
"L6557036",53.63596,-113.6385,"AB","PR","12UUE",11
"L6431463",43.16091,-81.68615,"ON","ON","17TMH",13
"L6555462",42.60151,-82.38907,"ON","ON","17TLH",13
"L8224079",52.09114,-106.6441,"SK","PR","13UCT",11
"L6488519",43.4436,-79.97798,"ON","ON","17TNJ",13
"L5573360",44.33696,-76.14233,"ON","ON","18TVQ",13
"L8180727",45.3865,-75.66946,"ON","ON","18TVR",13
"L8135452",45.61128,-73.5383,"QC","QC","18TXR",13
"L8135488",46.16429,-74.37883,"QC","QC","18TWS",12
"L8430136",43.25799,-79.97062,"ON","ON","17TNH",13
"L5517473",45.93117,-66.64492,"NB","AT","19TFL",14
"L5453202",44.33851,-78.45929,"ON","ON","17TQK",13
"L5519359",52.10904,-106.6657,"SK","PR","13UCT",11
"L6493633",51.55846,-113.3199,"AB","PR","12UUC",11
"L5546416",43.90989,-78.78117,"ON","ON","17TPJ",13
"L7238163",45.43887,-75.56413,"ON","ON","18TVR",13
"L5561531",43.45943,-79.74232,"ON","ON","17TPJ",13
"L5571423",43.44216,-80.42709,"ON","ON","17TNJ",13
"L6509988",43.07541,-80.45605,"ON","ON","17TNH",13
"L6580365",45.04669,-72.6716,"QC","QC","18TXQ",14
"L5530274",48.81617,-93.64883,"ON","ON","15UVQ",12
"L5558815",43.74588,-79.34337,"ON","ON","17TPJ",13
"L5566261",45.68713,-75.8881,"QC","QC","18TVR",12
"L5570914",46.2798,-83.30812,"ON","ON","17TLM",12
"L6673999",49.24198,-122.7862,"BC","BC","10UEV",5
"L5563015",43.70811,-81.15231,"ON","ON","17TMJ",13
"L5611401",48.46701,-123.4184,"BC","BC","10TDU",5
"L5622957",43.71553,-79.08852,"ON","ON","17TPJ",13
"L6464730",45.29348,-75.891,"ON","ON","18TVR",13
"L5562040",49.24586,-123.0462,"BC","BC","10UDV",5
"L8971719",49.39831,-123.5536,"BC","BC","10UDV",5
"L6475679",44.47199,-78.45395,"ON","ON","17TQK",13
"L6363430",45.93205,-73.8527,"QC","QC","18TWR",12
"L5545800",44.18369,-80.10592,"ON","ON","17TNJ",13
"L6464085",46.34743,-79.49145,"ON","ON","17TPM",12
"L5544273",49.1828,-57.41425,"NL","AT","21UVQ",8
"L5663668",43.6618,-79.47525,"ON","ON","17TPJ",13
"L6478228",49.28675,-122.8365,"BC","BC","10UEV",5
"L6474617",44.39788,-76.14482,"ON","ON","18TVQ",13
"L5568074",42.99691,-80.82408,"ON","ON","17TNH",13
"L8189299",44.71661,-81.28674,"ON","ON","17TMK",13
"L8138312",45.63276,-73.4467,"QC","QC","18TXR",13
"L8140781",49.86611,-97.20697,"MB","PR","14UPA",11
"L6555388",45.61388,-74.78569,"ON","ON","18TWR",13
"L10230184",44.53044,-79.62162,"ON","ON","17TPK",13
"L6475379",44.26565,-77.32679,"ON","ON","18TUQ",13
"L6751742",44.18237,-78.55345,"ON","ON","17TPJ",13
"L6434706",46.54123,-84.36503,"ON","ON","16TGS",12
"L6610183",43.55549,-79.68953,"ON","ON","17TPJ",13
"L6431448",46.41078,-67.60371,"NB","AT","19TFM",14
"L7035488",60.7964,-115.8098,"NT","North","11VNH",6
"L7036575",60.53187,-114.5946,"NT","North","11VPH",6
"L6481253",43.5631,-79.9942,"ON","ON","17TNJ",13
"L6497455",44.88265,-62.41507,"NS","AT","20TNQ",14
"L6541073",44.04833,-79.43841,"ON","ON","17TPJ",13
"L6437124",49.25116,-123.2392,"BC","BC","10UDV",5
"L6490119",43.66998,-79.42197,"ON","ON","17TPJ",13
"L5004944",43.1973,-79.89111,"ON","ON","17TNH",13
"L6482461",44.23129,-76.52314,"ON","ON","18TUP",13
"L6560677",45.34803,-76.02442,"ON","ON","18TVR",13
"L6466351",45.48291,-65.97545,"NB","AT","20TKR",14
"L6472616",43.44116,-79.72131,"ON","ON","17TPJ",13
"L6537131",43.68507,-80.4308,"ON","ON","17TNJ",13
"L8982942",43.4383,-80.50722,"ON","ON","17TNJ",13
"L7163476",43.75457,-79.1805,"ON","ON","17TPJ",13
"L6463261",43.46787,-80.57104,"ON","ON","17TNJ",13
"L10899229",45.96607,-74.0098,"QC","QC","18TWR",12
"L7123531",45.45368,-75.74745,"QC","QC","18TVR",12
"L8214396",42.82306,-80.31357,"ON","ON","17TNH",13
"L6463498",44.64926,-63.46831,"NS","AT","20TMQ",14
"L6431625",45.49713,-73.88153,"QC","QC","18TWR",13
"L6556059",50.23512,-119.3453,"BC","BC","11ULR",9
"L6424393",52.28931,-105.7058,"SK","PR","13UDT",11
"L6493139",45.35286,-73.72113,"QC","QC","18TXR",13
"L6493609",43.64422,-79.90198,"ON","ON","17TNJ",13
"L6429708",43.50229,-80.50446,"ON","ON","17TNJ",13
"L7071885",49.25132,-123.0675,"BC","BC","10UDV",5
"L6501331",43.17834,-79.06733,"ON","ON","17TPH",13
"L6448403",50.72209,-113.9967,"AB","PR","12UTB",11
"L6483357",51.16437,-114.1241,"AB","PR","11UQS",11
"L8433519",45.34656,-75.73417,"ON","ON","18TVR",13
"L6480177",43.00962,-81.24316,"ON","ON","17TMH",13
"L6480660",43.63945,-79.92125,"ON","ON","17TNJ",13
"L6577535",42.76403,-80.32639,"ON","ON","17TNH",13
"L6622523",45.30277,-72.65853,"QC","QC","18TXR",13
"L6365824",43.00198,-80.32075,"ON","ON","17TNH",13
"L8185146",43.32364,-80.88746,"ON","ON","17TNH",13
"L6583945",49.28686,-124.9634,"BC","BC","10UCV",5
"L11025124",45.26769,-75.77404,"ON","ON","18TVR",13
"L6449262",48.45354,-123.4083,"BC","BC","10TDU",5
"L6659688",43.71654,-80.95507,"ON","ON","17TNJ",13
"L6484439",43.38641,-79.80435,"ON","ON","17TNJ",13
"L6447033",43.14747,-80.77053,"ON","ON","17TNH",13
"L6475599",43.46773,-80.51978,"ON","ON","17TNJ",13
"L6549519",42.83192,-80.49014,"ON","ON","17TNH",13
"L6464629",43.65486,-80.34178,"ON","ON","17TNJ",13
"L6516762",43.91212,-80.09358,"ON","ON","17TNJ",13
"L6841362",44.13906,-79.5701,"ON","ON","17TPJ",13
"L6512527",45.41981,-75.75961,"QC","QC","18TVR",12
"L6677390",46.63186,-71.35118,"QC","QC","19TCM",13
"L6518836",42.96164,-80.12355,"ON","ON","17TNH",13
"L8139211",49.94619,-97.04387,"MB","PR","14UPA",11
"L8121792",43.22361,-79.91468,"ON","ON","17TNH",13
"L7177708",46.49106,-80.97506,"ON","ON","17TNM",12
"L8110835",46.47053,-81.0225,"ON","ON","17TMM",12
"L8211490",44.14797,-78.44988,"ON","ON","17TQJ",13
"L6688103",43.14595,-80.72457,"ON","ON","17TNH",13
"L6426911",43.02678,-81.26793,"ON","ON","17TMH",13
"L10140349",46.05301,-73.07027,"QC","QC","18TXS",13
"L6453124",43.54283,-79.6039,"ON","ON","17TPJ",13
"L6495246",45.05716,-79.60069,"ON","ON","17TPK",12
"L6472827",45.39078,-75.73424,"ON","ON","18TVR",13
"L6474227",43.64358,-79.4995,"ON","ON","17TPJ",13
"L7162040",44.20021,-77.64093,"ON","ON","18TTP",13
"L6496779",52.41177,-103.9277,"SK","PR","13UEU",6
"L6521011",42.89281,-79.04429,"ON","ON","17TPH",13
"L6542248",46.34246,-79.43189,"ON","ON","17TPM",12
"L8237866",52.81729,-102.1779,"SK","PR","13UFU",6
"L6489006",45.1361,-75.42621,"ON","ON","18TVQ",13
"L6477735",46.60381,-72.8188,"QC","QC","18TXS",12
"L6834932",44.17096,-77.3637,"ON","ON","18TUP",13
"L6535343",49.25498,-123.1534,"BC","BC","10UDV",5
"L6489938",44.24883,-80.64999,"ON","ON","17TNJ",13
"L6609536",44.6322,-79.4198,"ON","ON","17TPK",13
"L6525550",61.16601,-135.387,"YT","North","08VMN",4
"L6555928",42.74436,-80.57081,"ON","ON","17TNH",13
"L6482926",52.78784,-108.2807,"SK","PR","12UXD",11
"L6483458",53.5207,-113.5165,"AB","PR","12UUE",11
"L6656733",46.78946,-71.25219,"QC","QC","19TCM",13
"L10159509",45.03708,-79.3042,"ON","ON","17TPK",12
"L6612107",43.81901,-79.38505,"ON","ON","17TPJ",13
"L8223407",43.86427,-79.31744,"ON","ON","17TPJ",13
"L6522470",43.17735,-79.56381,"ON","ON","17TPH",13
"L8329864",45.40462,-75.6868,"ON","ON","18TVR",13
"L6562681",48.45082,-89.27909,"ON","ON","16TCU",12
"L7130470",49.47601,-117.4523,"BC","BC","11UMQ",10
"L6536254",43.98504,-77.23411,"ON","ON","18TUP",13
"L6521166",53.52454,-104.1412,"SK","PR","13UEV",6
"L6676746",43.00215,-79.13639,"ON","ON","17TPH",13
"L6557956",49.72454,-112.6105,"AB","PR","12UUA",11
"L6782306",43.16721,-79.48055,"ON","ON","17TPH",13
"L6954934",42.7997,-80.19276,"ON","ON","17TNH",13
"L6640080",42.91154,-81.3021,"ON","ON","17TMH",13
"L8252795",44.56596,-79.25693,"ON","ON","17TPK",13
"L6621732",46.58108,-84.3149,"ON","ON","16TGS",12
"L6482999",42.78603,-80.21749,"ON","ON","17TNH",13
"L6583404",44.00047,-77.97126,"ON","ON","18TTP",13
"L8238223",49.28567,-123.1345,"BC","BC","10UDV",5
"L10137071",48.88389,-123.5571,"BC","BC","10UDV",5
"L6534633",49.24892,-123.1847,"BC","BC","10UDV",5
"L6532374",44.39628,-76.78108,"ON","ON","18TUQ",13
"L6589545",44.8982,-75.64128,"ON","ON","18TVQ",13
"L6747322",42.6582,-80.78247,"ON","ON","17TNH",13
"L6555492",45.02128,-76.32026,"ON","ON","18TUQ",13
"L6544366",49.68438,-125.0277,"BC","BC","10UCA",5
"L7059887",42.60673,-80.52491,"ON","ON","17TNH",13
"L10386297",49.57137,-119.6258,"BC","BC","11ULQ",9
"L7196079",45.38499,-71.7652,"QC","QC","19TBL",14
"L8146869",49.58213,-119.6537,"BC","BC","11ULQ",9
"L6606781",44.45873,-80.04735,"ON","ON","17TNK",13
"L7192914",49.05658,-122.78,"BC","BC","10UEV",5
"L7561279",49.68154,-125.0038,"BC","BC","10UCA",5
"L6554243",45.33648,-75.77491,"ON","ON","18TVR",13
"L6541379",50.53315,-99.47117,"MB","PR","14UMA",11
"L6520562",53.56064,-113.5343,"AB","PR","12UUE",11
"L6530523",50.23999,-98.01875,"MB","PR","14UNA",11
"L6553483",49.17172,-123.9454,"BC","BC","10UDV",5
"L6669694",42.86568,-82.14593,"ON","ON","17TMH",13
"L6554534",43.63184,-79.88528,"ON","ON","17TNJ",13
"L6594267",49.80846,-97.19759,"MB","PR","14UPA",11
"L6588238",49.23016,-122.962,"BC","BC","10UEV",5
"L7429612",49.75758,-92.87998,"ON","ON","15UWR",12
"L6660149",52.12099,-106.6186,"SK","PR","13UCT",11
"L6620164",42.05342,-82.61343,"ON","ON","17TLG",13
"L6587807",43.55647,-80.23126,"ON","ON","17TNJ",13
"L8262799",49.94978,-97.1186,"MB","PR","14UPA",11
"L6556072",43.52973,-80.23864,"ON","ON","17TNJ",13
"L7215982",43.00355,-79.17235,"ON","ON","17TPH",13
"L6834483",53.48747,-113.6831,"AB","PR","12UUE",11
"L6603897",52.14087,-106.6463,"SK","PR","13UCT",11
"L6707381",45.41061,-75.71044,"ON","ON","18TVR",13
"L7008542",42.31644,-83.01163,"ON","ON","17TLG",13
"L7227414",43.58864,-79.54344,"ON","ON","17TPJ",13
"L6586806",44.19674,-77.82632,"ON","ON","18TTP",13
"L10525966",51.08861,-114.1192,"AB","PR","11UQS",11
"L6742632",44.62793,-76.4159,"ON","ON","18TUQ",12
"L6609137",46.38356,-72.49826,"QC","QC","18TXS",13
"L6602679",52.4803,-113.7211,"AB","PR","12UUD",11
"L6792056",51.09796,-114.0734,"AB","PR","11UQS",11
"L6651900",49.20287,-122.9451,"BC","BC","10UEV",5
"L6592428",43.73456,-79.4098,"ON","ON","17TPJ",13
"L6677568",45.39487,-75.67734,"ON","ON","18TVR",13
"L6774395",43.98992,-77.86363,"ON","ON","18TTP",13
"L8149878",55.14685,-118.7901,"AB","PR","11ULB",6
"L6960767",44.7132,-63.68552,"NS","AT","20TMQ",14
"L6745839",49.14312,-122.5584,"BC","BC","10UEV",5
"L6603269",45.77079,-82.10512,"ON","ON","17TML",13
"L6637762",50.04128,-97.01804,"MB","PR","14UPA",11
"L7210193",44.31119,-78.33272,"ON","ON","17TQK",13
"L6764520",44.56179,-80.94448,"ON","ON","17TNK",13
"L6930152",45.1516,-75.64611,"ON","ON","18TVQ",13
"L6621104",44.90579,-78.41493,"ON","ON","17TQK",12
"L6631033",43.79923,-79.2106,"ON","ON","17TPJ",13
"L6870488",51.54801,-120.8857,"BC","BC","10UFC",10
"L6835699",44.27926,-76.40464,"ON","ON","18TUQ",13
"L8255054",49.67841,-112.8874,"AB","PR","12UUA",11
"L6791177",43.88169,-78.9249,"ON","ON","17TPJ",13
"L6802356",44.69684,-75.53852,"ON","ON","18TVQ",13
"L8076962",44.51104,-80.35894,"ON","ON","17TNK",13
"L7253745",43.21349,-79.836,"ON","ON","17TNH",13
"L6767517",44.01695,-77.44814,"ON","ON","18TUP",13
"L8463584",44.01941,-77.28933,"ON","ON","18TUP",13
"L8469660",44.11061,-77.43713,"ON","ON","18TUP",13
"L6978932",43.78536,-80.64845,"ON","ON","17TNJ",13
"L11014719",44.02148,-79.34014,"ON","ON","17TPJ",13
"L7095582",43.93056,-79.42605,"ON","ON","17TPJ",13
"L7256565",44.55632,-79.67136,"ON","ON","17TPK",13
"L6933788",43.64206,-79.5992,"ON","ON","17TPJ",13
"L8122951",49.33505,-123.1647,"BC","BC","10UDV",5
"L6870083",43.52477,-79.87446,"ON","ON","17TNJ",13
"L8156366",45.33794,-75.7852,"ON","ON","18TVR",13
"L7024064",45.0391,-79.30552,"ON","ON","17TPK",12
"L8108926",45.38341,-75.73758,"ON","ON","18TVR",13
"L6990070",45.59479,-73.42942,"QC","QC","18TXR",13
"L8209397",54.08166,-115.6007,"AB","PR","11UNV",6
"L7052327",49.39861,-119.5584,"BC","BC","11ULQ",9
"L8828034",49.59728,-119.7103,"BC","BC","11ULQ",9
"L6843524",51.15207,-102.6505,"SK","PR","13UFS",11
"L6966453",52.55059,-103.704,"SK","PR","13UEU",6
"L6844302",53.38993,-117.6108,"AB","PR","11UMV",6
"L7021367",47.4083,-61.87164,"QC","QC","20TNT",14
"L8239729",43.74295,-79.44507,"ON","ON","17TPJ",13
"L8136041",52.10351,-106.6308,"SK","PR","13UCT",11
"L7029008",43.77921,-79.33597,"ON","ON","17TPJ",13
"L7021579",45.67909,-75.8482,"QC","QC","18TVR",12
"L6987403",45.15515,-63.29362,"NS","AT","20TMR",14
"L7032351",45.54458,-73.34984,"QC","QC","18TXR",13
"L6927331",46.38333,-84.10425,"ON","ON","16TGS",12
"L7011351",46.20232,-63.05885,"PE","AT","20TMS",14
"L7053365",42.30204,-82.98028,"ON","ON","17TLG",13
"L7095376",53.65383,-113.6562,"AB","PR","12UUE",11
"L7190535",44.4796,-80.28627,"ON","ON","17TNK",13
"L6974636",43.84619,-79.01533,"ON","ON","17TPJ",13
"L7049173",43.12524,-80.30188,"ON","ON","17TNH",13
"L7214801",43.10572,-79.81591,"ON","ON","17TNH",13
"L7110724",43.46117,-79.64775,"ON","ON","17TPJ",13
"L7059607",45.60097,-75.63196,"QC","QC","18TVR",12
"L8157434",52.13321,-106.67,"SK","PR","13UCT",11
"L7104005",49.14239,-123.7367,"BC","BC","10UDV",5
"L8408341",44.25529,-76.52179,"ON","ON","18TUQ",13
"L3986373",45.03459,-79.31208,"ON","ON","17TPK",12
"L8131584",45.15888,-79.29656,"ON","ON","17TPL",12
"L10494893",50.03656,-125.2089,"BC","BC","10UCA",5
"L10043332",45.36179,-75.80207,"ON","ON","18TVR",13
"L10162944",48.56636,-123.4581,"BC","BC","10TDU",5
